node_number	id	paper_section	derivation_rank	derivation_order	section	branch	label	status	publication	definition	basis_state	basis_source_file_ids	basis_source_paths	basis_node_refs	evidence_state	evidence_refs	legacy_basis_raw	obligation_class	node_role	proof_owner	proof_granularity	documentation_tier	documentation_tier_rule	main_paper_depth	supplement_depth	required_documentation_sections	python_anchor_status	lean_anchor_status	countercheck_requirement	countercheck_status	documentation_v2_state	open_provenance_role	open_provenance_status	specialization_path	section_path	section_root_title	section_group_title	introduction_reason	canonical_node_label	stable_node_directory_name	main_section_directory	supplement_section_directory	main_section_artifact	supplement_section_artifact	main_documentation_state	supplement_documentation_state
111	P041	6.1.2.2	74	111	SEC-06	operator_algebra	Local hyperfiniteness	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove hyperfiniteness/AFD of the admitted local factors from the finite approximation system.	ARCHITECTURAL_PROOF_DECOMPOSITION			C057;P038;P040	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C058	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.1.2.2	Local operator-algebraic specialization	GNS/Araki--Woods representation and type classification	Introduced after C057, P038, P040; registered hard handoff(s): supports_p041, supports_p041, supports_p041.	111 · P041	111_P041__local_hyperfiniteness	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness/DOCUMENTATION.md	PLANNED	PLANNED
112	P042	6.1.2.3	75	112	SEC-06	operator_algebra	Type-III1 ratio-set classification	CORE_REQUIRES_PROOF	MAIN_THEOREM	Verify the ITPFI/Araki-Woods ratio-set or equivalent classification hypotheses and prove type III1.	ARCHITECTURAL_PROOF_DECOMPOSITION			C057;P039;P040;P041	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C058	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.1.2.3	Local operator-algebraic specialization	GNS/Araki--Woods representation and type classification	Introduced after C057, P039, P040, P041; registered hard handoff(s): supports_p042, supports_p042, supports_p042, supports_p042.	112 · P042	112_P042__type_iii1_ratio_set_classification	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification/DOCUMENTATION.md	PLANNED	PLANNED
113	C059	6.2.1	75	113	SEC-06	operator_algebra	Finite active interface taxonomy for descendant cones	CORE_BLOCKED	MAIN_THEOREM	Extract the exact rule-level interface formula and keep it distinct from the blocked emergent-geometry selector. Revalidation is mandatory after replacing the primitive IST growth law by response-coupled growth.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C008;C019;P043	BLOCKED_NO_CURRENT_EVIDENCE			BLOCKED_DERIVED_NODE	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Weyl/GNS/modular-AQFT specialization	LATE_OPERATOR_ALGEBRAIC_SPECIALIZATION_NODEWISE_STATUS	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-AQFT-01	6.2.1	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C008, C019; registered hard handoff(s): finite_cone_interface_taxonomy, supplies_finite_cone_carrier.	113 · C059	113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/DOCUMENTATION.md	PLANNED	PLANNED
114	P043	6.2.1.1	75	114	SEC-06	operator_algebra	Finite interface taxonomy exhaustivity and disjointness	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove that the rule-level interface cases are finite, exhaustive, mutually well-typed, and distinct from any emergent geometry selector.	ARCHITECTURAL_PROOF_DECOMPOSITION			C008;C019;P005	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C059	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.2.1.1	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C008, C019, P005; registered hard handoff(s): supports_p043, supports_p043, supports_p043.	114 · P043	114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness/DOCUMENTATION.md	PLANNED	PLANNED
115	C060	6.2.2	76	115	SEC-06	operator_algebra	Exact complement split chain	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove one-particle AW tensor factorization and the III₁–I–III₁ inclusion chain.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C053;C058;C059;P044;P045	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Cut-relative complement | Open-quantum-process specialization | Weyl/GNS/modular-AQFT specialization	NODEWISE_CURRENT_OR_PLANNED | LATER_QUANTUM_SPECIALIZATION_NOT_UNIVERSAL_CLAIM | LATE_OPERATOR_ALGEBRAIC_SPECIALIZATION_NODEWISE_STATUS	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-QM-02 / OPS-AQFT-01	6.2.2	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C053, C058, C059; registered hard handoff(s): state_factorization, type_split_chain, separator_split.	115 · C060	115_C060__exact_complement_split_chain	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/DOCUMENTATION.md	PLANNED	PLANNED
116	P044	6.2.2.1	76	116	SEC-06	operator_algebra	One-particle complement tensor factorization	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove the exact one-particle decomposition and induced Araki-Woods tensor factorization across the finite active interface.	ARCHITECTURAL_PROOF_DECOMPOSITION			C053;C058;C059;P042;P043	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C060	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.2.2.1	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C053, C058, C059, P042, P043; registered hard handoff(s): supports_p044, supports_p044, supports_p044, supports_p044, supports_p044.	116 · P044	116_P044__one_particle_complement_tensor_factorization	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization/DOCUMENTATION.md	PLANNED	PLANNED
117	P045	6.2.2.2	77	117	SEC-06	operator_algebra	Type-I interpolant and exact III1-I-III1 inclusion	CORE_REQUIRES_PROOF	MAIN_THEOREM	Construct/identify the type-I interpolating factor and prove the exact local inclusion chain.	ARCHITECTURAL_PROOF_DECOMPOSITION			C058;P044	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C060	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.2.2.2	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C058, P044; registered hard handoff(s): supports_p045, supports_p045.	117 · P045	117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion/DOCUMENTATION.md	PLANNED	PLANNED
118	C061	6.2.3	77	118	SEC-06	operator_algebra	Dual complement envelope isotony	CORE_BLOCKED	MAIN_THEOREM	Exterior antitony plus commutant reversal yields isotony; explicitly not Haag duality.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C060;P046	BLOCKED_NO_CURRENT_EVIDENCE			BLOCKED_DERIVED_NODE	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED	Weyl/GNS/modular-AQFT specialization	LATE_OPERATOR_ALGEBRAIC_SPECIALIZATION_NODEWISE_STATUS	GENERALIZED_OPEN_PROVENANCE_SYSTEMS -> CNNA_FINITE -> OPS-AQFT-01	6.2.3	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C060; registered hard handoff(s): dual_envelope_isotony.	118 · C061	118_C061__dual_complement_envelope_isotony	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/DOCUMENTATION.md	PLANNED	PLANNED
119	P046	6.2.3.1	78	119	SEC-06	operator_algebra	Exterior antitony and commutant-reversal isotony	CORE_REQUIRES_PROOF	MAIN_THEOREM	Prove exterior antitony and derive dual-envelope isotony by commutant reversal, without claiming Haag duality.	ARCHITECTURAL_PROOF_DECOMPOSITION			C060;P045	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			PROOF_OBLIGATION	PROOF	C061	ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.2.3.1	Local operator-algebraic specialization	Complement factorization, finite interface and split structure	Introduced after C060, P045; registered hard handoff(s): supports_p046, supports_p046.	119 · P046	119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony/DOCUMENTATION.md	PLANNED	PLANNED
120	O090	6.3.1	78	120	SEC-06	obstruction	Counting-terminal Fock identification obstruction	MATHEMATICAL_OBSTRUCTION_PROOF_REQUIRED	MAIN_BOUNDARY	The rejected counting-terminal Fock identification with the provenance GNS/Araki-Woods carrier fails the retained exact compatibility gate; only the obstruction is kept.	MATHEMATICAL_OBSTRUCTION			C057	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			MATHEMATICAL_OBSTRUCTION_PROOF	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.3.1	Local operator-algebraic specialization	Rejected completion identifications	Introduced after C057; registered hard handoff(s): supplies_provenance_gns_carrier_for_identification_gate.	120 · O090	120_O090__counting_terminal_fock_identification_obstruction	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction/DOCUMENTATION.md	PLANNED	PLANNED
121	O091	6.3.2	78	121	SEC-06	obstruction	Ontic corner/Schur inductive-limit obstruction	MATHEMATICAL_OBSTRUCTION_PROOF_REQUIRED	MAIN_BOUNDARY	The corner/Schur algebra inductive-limit route does not by itself provide the selected ontic AQFT net inclusion; retain the exact type-I/compact-limit obstruction only.	MATHEMATICAL_OBSTRUCTION			C051;C060	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			MATHEMATICAL_OBSTRUCTION_PROOF	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				6.3.2	Local operator-algebraic specialization	Rejected completion identifications	Introduced after C051, C060; registered hard handoff(s): supplies_algebraic_weyl_system_for_limit_boundary, supplies_local_split_context_for_limit_boundary.	121 · O091	121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction/DOCUMENTATION.md	PLANNED	PLANNED
122	O071	7.1.1	79	122	SEC-07	obstruction	Geometry/interface canonicity obstruction	MATHEMATICAL_OBSTRUCTION_PROOF_REQUIRED	MAIN_BOUNDARY	The retained multilevel interface data do not yet select a unique canonical geometry/interface object; this obstruction must be closed before the geometry/Hodge/HK branch is activated.	MATHEMATICAL_OBSTRUCTION			C059	PROOF_REQUIRED_NO_CURRENT_EVIDENCE			MATHEMATICAL_OBSTRUCTION_PROOF	PROOF		ONE_REUSABLE_FALSIFIABLE_GATE	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	NOT_REQUIRED_PROOF_NODE	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				7.1.1	Emergent geometry and Hodge/HK branch	Geometry-selector obstruction and canonical selector	Introduced after C059; registered hard handoff(s): supplies_finite_interface_domain_for_canonicity_obstruction.	122 · O071	122_O071__geometry_interface_canonicity_obstruction	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction/DOCUMENTATION.md	PLANNED	PLANNED
123	M070	7.1.2	80	123	SEC-07	geometry	Canonical emergent interface/geometry selector	CORE_REQUIRED_MISSING	MAIN_FULL	Derive a unique canonical emergent interface/geometry selector after the explicit O071 canonicity obstruction is resolved; no geometry is admitted by naming or visual analogy alone.	LEGACY_SOURCE_ANCHOR_PENDING_LIFT			C019;C021;C059;O071;P047;P048	CONSTRUCTION_MISSING_NO_CURRENT_EVIDENCE			MISSING_CONSTRUCTION_OR_THEOREM	PROOF_OWNER		AGGREGATES_EXPLICIT_PROOF_GATES	D2	PROOF_THEOREM_OWNER_OBSTRUCTION_OR_QUARANTINE_ROLE	THEOREM_AND_PROOF_OVERVIEW	FULL_PROOF_DOSSIER	position_in_derivation|formal_statement|hypotheses|introduction_reason|proof_strategy|lemma_chain|formal_realization|counterexamples_or_necessity_checks|axiom_profile|result|remaining_limits|downstream_handoff|code_line_register	PLANNED	PLANNED	NEGATIVE_CONTROL_COUNTEREXAMPLE_OR_HYPOTHESIS_NECESSITY	NOT_STARTED	NOT_STARTED				7.1.2	Emergent geometry and Hodge/HK branch	Geometry-selector obstruction and canonical selector	Introduced after C021, C019, C059, O071; registered hard handoff(s): selects_emergent_geometry, supplies_provenance_multilevel_domain, supplies_finite_interface_taxonomy, must_be_resolved_before_canonical_geometry_selector.	123 · M070	123_M070__canonical_emergent_interface_geometry_selector	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/DOCUMENTATION.md	PLANNED	PLANNED
