paper_section	level	section_kind	title	first_node_number	first_node_id	last_node_number	last_node_id	node_count	derivation_order_start	derivation_order_end	main_directory	supplement_directory	generated_from
5.3.1.1	3	PROOF_NODE_SECTION	Quasifree positivity, regularity, and cylinder consistency	100	P034	100	P034	1	100	100	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/100_P034__quasifree_positivity_regularity_and_cylinder_consistency	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/100_P034__quasifree_positivity_regularity_and_cylinder_consistency	derivation/registry/dag/NODES.tsv
5.4	1	SECTION_GROUP	Local cone completion and injectivity	101	C055	105	P037	5	101	105	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity	derivation/registry/dag/NODES.tsv
5.4.1	2	NODE_SECTION	Local descendant-cone Hilbert completion	101	C055	102	P035	2	101	102	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion	derivation/registry/dag/NODES.tsv
5.4.1.1	3	PROOF_NODE_SECTION	Local cone restriction and Hilbert-completion canonicity	102	P035	102	P035	1	102	102	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/102_P035__local_cone_restriction_and_hilbert_completion_canonicity	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/102_P035__local_cone_restriction_and_hilbert_completion_canonicity	derivation/registry/dag/NODES.tsv
5.4.2	2	NODE_SECTION	Completed local injectivity Ker K_p={0}	103	C056	105	P037	3	103	105	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0	derivation/registry/dag/NODES.tsv
5.4.2.1	3	PROOF_NODE_SECTION	Ray/generating-function injectivity argument	104	P036	104	P036	1	104	104	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/104_P036__ray_generating_function_injectivity_argument	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/104_P036__ray_generating_function_injectivity_argument	derivation/registry/dag/NODES.tsv
5.4.2.2	3	PROOF_NODE_SECTION	Complete remainder estimate and completion transfer	105	P037	105	P037	1	105	105	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/105_P037__complete_remainder_estimate_and_completion_transfer	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/105_P037__complete_remainder_estimate_and_completion_transfer	derivation/registry/dag/NODES.tsv
6	0	ROOT_SECTION	Local operator-algebraic specialization	106	C057	121	O091	16	106	121	derivation/paper/main/sections/06_local_operator_algebraic_specialization	derivation/supplement/sections/06_local_operator_algebraic_specialization	derivation/registry/dag/NODES.tsv
6.1	1	SECTION_GROUP	GNS/Araki--Woods representation and type classification	106	C057	112	P042	7	106	112	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification	derivation/registry/dag/NODES.tsv
6.1.1	2	NODE_SECTION	GNS / Araki-Woods spectral handoff	106	C057	108	P039	3	106	108	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff	derivation/registry/dag/NODES.tsv
6.1.1.1	3	PROOF_NODE_SECTION	GNS existence and representation handoff	107	P038	107	P038	1	107	107	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/107_P038__gns_existence_and_representation_handoff	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/107_P038__gns_existence_and_representation_handoff	derivation/registry/dag/NODES.tsv
6.1.1.2	3	PROOF_NODE_SECTION	Araki-Woods realization and spectral identification	108	P039	108	P039	1	108	108	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/108_P039__araki_woods_realization_and_spectral_identification	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/108_P039__araki_woods_realization_and_spectral_identification	derivation/registry/dag/NODES.tsv
6.1.2	2	NODE_SECTION	Local hyperfinite type-III₁ factor	109	C058	112	P042	4	109	112	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor	derivation/registry/dag/NODES.tsv
6.1.2.1	3	PROOF_NODE_SECTION	Local factoriality and center triviality	110	P040	110	P040	1	110	110	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/110_P040__local_factoriality_and_center_triviality	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/110_P040__local_factoriality_and_center_triviality	derivation/registry/dag/NODES.tsv
6.1.2.2	3	PROOF_NODE_SECTION	Local hyperfiniteness	111	P041	111	P041	1	111	111	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness	derivation/registry/dag/NODES.tsv
6.1.2.3	3	PROOF_NODE_SECTION	Type-III1 ratio-set classification	112	P042	112	P042	1	112	112	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification	derivation/registry/dag/NODES.tsv
6.2	1	SECTION_GROUP	Complement factorization, finite interface and split structure	113	C059	119	P046	7	113	119	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure	derivation/registry/dag/NODES.tsv
6.2.1	2	NODE_SECTION	Finite active interface taxonomy for descendant cones	113	C059	114	P043	2	113	114	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/registry/dag/NODES.tsv
6.2.1.1	3	PROOF_NODE_SECTION	Finite interface taxonomy exhaustivity and disjointness	114	P043	114	P043	1	114	114	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/registry/dag/NODES.tsv
6.2.2	2	NODE_SECTION	Exact complement split chain	115	C060	117	P045	3	115	117	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain	derivation/registry/dag/NODES.tsv
6.2.2.1	3	PROOF_NODE_SECTION	One-particle complement tensor factorization	116	P044	116	P044	1	116	116	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization	derivation/registry/dag/NODES.tsv
6.2.2.2	3	PROOF_NODE_SECTION	Type-I interpolant and exact III1-I-III1 inclusion	117	P045	117	P045	1	117	117	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/registry/dag/NODES.tsv
6.2.3	2	NODE_SECTION	Dual complement envelope isotony	118	C061	119	P046	2	118	119	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony	derivation/registry/dag/NODES.tsv
6.2.3.1	3	PROOF_NODE_SECTION	Exterior antitony and commutant-reversal isotony	119	P046	119	P046	1	119	119	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/registry/dag/NODES.tsv
6.3	1	SECTION_GROUP	Rejected completion identifications	120	O090	121	O091	2	120	121	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications	derivation/registry/dag/NODES.tsv
6.3.1	2	NODE_SECTION	Counting-terminal Fock identification obstruction	120	O090	120	O090	1	120	120	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction	derivation/registry/dag/NODES.tsv
6.3.2	2	NODE_SECTION	Ontic corner/Schur inductive-limit obstruction	121	O091	121	O091	1	121	121	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/registry/dag/NODES.tsv
7	0	ROOT_SECTION	Emergent geometry and Hodge/HK branch	122	O071	126	B071	5	122	126	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch	derivation/registry/dag/NODES.tsv
7.1	1	SECTION_GROUP	Geometry-selector obstruction and canonical selector	122	O071	125	P048	4	122	125	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector	derivation/registry/dag/NODES.tsv
7.1.1	2	NODE_SECTION	Geometry/interface canonicity obstruction	122	O071	122	O071	1	122	122	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction	derivation/registry/dag/NODES.tsv
7.1.2	2	NODE_SECTION	Canonical emergent interface/geometry selector	123	M070	125	P048	3	123	125	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector	derivation/registry/dag/NODES.tsv
7.1.2.1	3	PROOF_NODE_SECTION	Canonical geometry/interface selector existence	124	P047	124	P047	1	124	124	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence	derivation/registry/dag/NODES.tsv
7.1.2.2	3	PROOF_NODE_SECTION	Geometry selector uniqueness, equivariance, and naturality	125	P048	125	P048	1	125	125	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/registry/dag/NODES.tsv
7.2	1	SECTION_GROUP	Hodge/HK specialization branch	126	B071	126	B071	1	126	126	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch	derivation/registry/dag/NODES.tsv
7.2.1	2	NODE_SECTION	Hodge / geometric-locality / HK geometry branch	126	B071	126	B071	1	126	126	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/registry/dag/NODES.tsv
8	0	ROOT_SECTION	Modular/AQFT specialization and purity gates	127	M080	145	P059	19	127	145	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates	derivation/registry/dag/NODES.tsv
8.1	1	SECTION_GROUP	Standardness, modular flow and native provenance action	127	M080	137	P054	11	127	137	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action	derivation/registry/dag/NODES.tsv
8.1.1	2	NODE_SECTION	Local standardness of (M(O),Ω)	127	M080	129	P050	3	127	129	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o	derivation/registry/dag/NODES.tsv
8.1.1.1	3	PROOF_NODE_SECTION	Local cyclicity of the GNS vector	128	P049	128	P049	1	128	128	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector	derivation/registry/dag/NODES.tsv
8.1.1.2	3	PROOF_NODE_SECTION	Local separatingness of the GNS vector	129	P050	129	P050	1	129	129	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector	derivation/registry/dag/NODES.tsv
8.1.2	2	NODE_SECTION	Derived local modular flow	130	M082	132	P052	3	130	132	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow	derivation/registry/dag/NODES.tsv
8.1.2.1	3	PROOF_NODE_SECTION	Tomita operator closure and polar decomposition	131	P051	131	P051	1	131	131	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/131_P051__tomita_operator_closure_and_polar_decomposition	derivation/registry/dag/NODES.tsv
8.1.2.2	3	PROOF_NODE_SECTION	Local modular automorphism group and net compatibility	132	P052	132	P052	1	132	132	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/130_M082__derived_local_modular_flow/132_P052__local_modular_automorphism_group_and_net_compatibility	derivation/registry/dag/NODES.tsv
8.1.3	2	NODE_SECTION	Global native modular-conjugation lift obstruction	133	O081	133	O081	1	133	133	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/133_O081__global_native_modular_conjugation_lift_obstruction	derivation/registry/dag/NODES.tsv
8.1.4	2	NODE_SECTION	K-selected polarization uniqueness/compatibility obstruction	134	O092	134	O092	1	134	134	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/134_O092__k_selected_polarization_uniqueness_compatibility_obstruction	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/134_O092__k_selected_polarization_uniqueness_compatibility_obstruction	derivation/registry/dag/NODES.tsv
8.1.5	2	NODE_SECTION	Native provenance realization of the local modular action	135	M086	137	P054	3	135	137	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action	derivation/registry/dag/NODES.tsv
8.1.5.1	3	PROOF_NODE_SECTION	Native provenance action realization and intertwining	136	P053	136	P053	1	136	136	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/136_P053__native_provenance_action_realization_and_intertwining	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/136_P053__native_provenance_action_realization_and_intertwining	derivation/registry/dag/NODES.tsv
8.1.5.2	3	PROOF_NODE_SECTION	Native modular action canonicity and choice independence	137	P054	137	P054	1	137	137	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/137_P054__native_modular_action_canonicity_and_choice_independence	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/135_M086__native_provenance_realization_of_the_local_modular_action/137_P054__native_modular_action_canonicity_and_choice_independence	derivation/registry/dag/NODES.tsv
8.2	1	SECTION_GROUP	AQFT covariance and spectrum	138	M083	141	P057	4	138	141	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum	derivation/registry/dag/NODES.tsv
8.2.1	2	NODE_SECTION	Covariance group and spectrum condition	138	M083	141	P057	4	138	141	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition	derivation/registry/dag/NODES.tsv
8.2.1.1	3	PROOF_NODE_SECTION	Covariance automorphism group	139	P055	139	P055	1	139	139	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/139_P055__covariance_automorphism_group	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/139_P055__covariance_automorphism_group	derivation/registry/dag/NODES.tsv
8.2.1.2	3	PROOF_NODE_SECTION	Positive generator of the covariance group	140	P056	140	P056	1	140	140	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/140_P056__positive_generator_of_the_covariance_group	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/140_P056__positive_generator_of_the_covariance_group	derivation/registry/dag/NODES.tsv
8.2.1.3	3	PROOF_NODE_SECTION	Spectrum condition	141	P057	141	P057	1	141	141	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/141_P057__spectrum_condition	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/02_aqft_covariance_and_spectrum/138_M083__covariance_group_and_spectrum_condition/141_P057__spectrum_condition	derivation/registry/dag/NODES.tsv
8.3	1	SECTION_GROUP	Purity gate	142	O084	145	P059	4	142	145	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate	derivation/registry/dag/NODES.tsv
8.3.1	2	NODE_SECTION	ω_prov purity obstruction	142	O084	142	O084	1	142	142	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/142_O084__prov_purity_obstruction	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/142_O084__prov_purity_obstruction	derivation/registry/dag/NODES.tsv
8.3.2	2	NODE_SECTION	Canonical purification / pure global state branch	143	M085	145	P059	3	143	145	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch	derivation/registry/dag/NODES.tsv
8.3.2.1	3	PROOF_NODE_SECTION	Purification or pure global state existence	144	P058	144	P058	1	144	144	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/144_P058__purification_or_pure_global_state_existence	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/144_P058__purification_or_pure_global_state_existence	derivation/registry/dag/NODES.tsv
8.3.2.2	3	PROOF_NODE_SECTION	Purification canonicity and no-free-choice theorem	145	P059	145	P059	1	145	145	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/145_P059__purification_canonicity_and_no_free_choice_theorem	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/03_purity_gate/143_M085__canonical_purification_pure_global_state_branch/145_P059__purification_canonicity_and_no_free_choice_theorem	derivation/registry/dag/NODES.tsv
