Module	Path	Group	Consumption class	Classification evidence	Imported-by count	Reference consumer count	Reference consumer sample	Public promotion gate
CNNA.PillarA.Closure.Notation	CNNA/PillarA/Closure/Notation.lean	PillarA/Closure	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	3	2	CNNA.PillarA.Handoff.Core.SectorExport	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Closure.ParameterClosure	CNNA/PillarA/Closure/ParameterClosure.lean	PillarA/Closure	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	5	CNNA.PillarA.Closure.RegularizationClosure	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Closure.RegularizationClosure	CNNA/PillarA/Closure/RegularizationClosure.lean	PillarA/Closure	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	11	CNNA.PillarA.Closure.Notation; CNNA.PillarA.Handoff.Core.SectorExport; CNNA.PillarA.Structural.CayleyDickson.Source	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Coupling.BuildAll	CNNA/PillarA/Coupling/BuildAll.lean	PillarA/Coupling	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Coupling.GeneralizedDtN	CNNA/PillarA/Coupling/GeneralizedDtN.lean	PillarA/Coupling	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	60	CNNA.PillarA.Coupling.MultiSchur; CNNA.PillarA.Network.SectorChannels	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Coupling.MultiSchur	CNNA/PillarA/Coupling/MultiSchur.lean	PillarA/Coupling	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	29	CNNA.PillarA.Arithmetic.Core.Source; CNNA.PillarA.Coupling.Notation; CNNA.PillarA.Handoff.Core.SectorExport; CNNA.PillarA.Structural.CayleyDickson.Source	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Coupling.Notation	CNNA/PillarA/Coupling/Notation.lean	PillarA/Coupling	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.DtN.BuildAll	CNNA/PillarA/DtN/BuildAll.lean	PillarA/DtN	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.DtN.DtN	CNNA/PillarA/DtN/DtN.lean	PillarA/DtN	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	13	CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTwoSidedInv; CNNA.PillarA.Arithmetic.Smoke.GeneratedInteriorTwoSidedInvFromSM3db7R; CNNA.PillarA.Coupling.GeneralizedDtN; CNNA.PillarA.DtN.DtNStabilized	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.DtN.DtNStabilized	CNNA/PillarA/DtN/DtNStabilized.lean	PillarA/DtN	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	17	CNNA.PillarA.Closure.ParameterClosure; CNNA.PillarA.DtN.Notation; CNNA.PillarA.Sectors.BranchPatch	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.DtN.Notation	CNNA/PillarA/DtN/Notation.lean	PillarA/DtN	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	3	3	CNNA.PillarA.Handoff.Core.SectorExport	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.Approximant	CNNA/PillarA/Finite/Approximant.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	37	CNNA.PillarA.Finite.DirichletLaplacian; CNNA.PillarA.Finite.Selection	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.BoundaryPorts	CNNA/PillarA/Finite/BoundaryPorts.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	14	CNNA.PillarA.Finite.Approximant	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.BuildAll	CNNA/PillarA/Finite/BuildAll.lean	PillarA/Finite	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ChannelSeed	CNNA/PillarA/Finite/ChannelSeed.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	13	CNNA.PillarA.Arithmetic.Core.Source; CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.CutSpec	CNNA/PillarA/Finite/CutSpec.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	16	CNNA.PillarA.Finite.RegionCore	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.DirichletLaplacian	CNNA/PillarA/Finite/DirichletLaplacian.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	30	CNNA.PillarA.DtN.DtN; CNNA.PillarA.Finite.Notation; CNNA.PillarA.Finite.SpectralDecompositionCore	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.DynamicsAdapter	CNNA/PillarA/Finite/DynamicsAdapter.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	8	CNNA.PillarA.Finite.ChannelSeed; CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.BuildAll	CNNA/PillarA/Finite/ExecSpectral/BuildAll.lean	PillarA/Finite	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.Certificates	CNNA/PillarA/Finite/ExecSpectral/Certificates.lean	PillarA/Finite	proof-bridge	module name carries certificate/proof/bridge/identity role	2	6	CNNA.PillarA.Finite.SpectralDecomposition	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.CharpolyCore	CNNA/PillarA/Finite/ExecSpectral/CharpolyCore.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Finite.ExecSpectral.RootIsolation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.EigenvectorKernel	CNNA/PillarA/Finite/ExecSpectral/EigenvectorKernel.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Finite.ExecSpectral.ProjectorCore	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.Notation	CNNA/PillarA/Finite/ExecSpectral/Notation.lean	PillarA/Finite	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.PolynomialCore	CNNA/PillarA/Finite/ExecSpectral/PolynomialCore.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	33	CNNA.PillarA.Finite.ExecSpectral.CharpolyCore	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.ProjectorCore	CNNA/PillarA/Finite/ExecSpectral/ProjectorCore.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	6	CNNA.PillarA.Finite.ExecSpectral.Certificates	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.ExecSpectral.RootIsolation	CNNA/PillarA/Finite/ExecSpectral/RootIsolation.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Finite.ExecSpectral.EigenvectorKernel	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.GibbsStateSeed	CNNA/PillarA/Finite/GibbsStateSeed.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	3	CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.MatrixExponential	CNNA/PillarA/Finite/MatrixExponential.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	13	CNNA.PillarA.Finite.GibbsStateSeed; CNNA.PillarA.Finite.Notation; CNNA.PillarA.Finite.UnitaryEvolution	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.Notation	CNNA/PillarA/Finite/Notation.lean	PillarA/Finite	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.RegionCore	CNNA/PillarA/Finite/RegionCore.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	16	CNNA.PillarA.Finite.BoundaryPorts	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.Selection	CNNA/PillarA/Finite/Selection.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	1	CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.SpectralBridge	CNNA/PillarA/Finite/SpectralBridge.lean	PillarA/Finite	proof-bridge	module name carries certificate/proof/bridge/identity role	3	8	CNNA.PillarA.Finite.Notation; CNNA.PillarA.Finite.StateSpace	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.SpectralDecomposition	CNNA/PillarA/Finite/SpectralDecomposition.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.SpectralDecompositionC	CNNA/PillarA/Finite/SpectralDecompositionC.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	3	CNNA.PillarA.Finite.Notation; CNNA.PillarA.Finite.SpectralBridge	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.SpectralDecompositionCore	CNNA/PillarA/Finite/SpectralDecompositionCore.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	34	CNNA.PillarA.Finite.ExecSpectral.PolynomialCore; CNNA.PillarA.Finite.SpectralDecomposition; CNNA.PillarA.Finite.SpectralDecompositionC	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.StateSpace	CNNA/PillarA/Finite/StateSpace.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	6	CNNA.PillarA.Finite.MatrixExponential; CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Finite.UnitaryEvolution	CNNA/PillarA/Finite/UnitaryEvolution.lean	PillarA/Finite	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	39	CNNA.PillarA.Finite.DynamicsAdapter; CNNA.PillarA.Finite.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.BuildAll	CNNA/PillarA/Foundation/BuildAll.lean	PillarA/Foundation	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.ConcreteSubstrate	CNNA/PillarA/Foundation/ConcreteSubstrate.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	47	CNNA.PillarA.Foundation.Notation; CNNA.PillarA.Foundation.SubstrateAnalysis; CNNA.PillarA.ToC.ConcreteIdeal; CNNA.PillarA.ToC.GeneratedBranchFamily	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.Determinism	CNNA/PillarA/Foundation/Determinism.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	7	13	CNNA.PillarA.Foundation.RegularizationPolicy; CNNA.PillarA.Foundation.WeightPolicy; CNNA.PillarA.ToC.Concrete	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.ExecComplex	CNNA/PillarA/Foundation/ExecComplex.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	58	CNNA.PillarA.Arithmetic.BoundarySource.LevelHistoryMatrix; CNNA.PillarA.Foundation.ExecComplexLemmas; CNNA.PillarA.Foundation.MatrixNorms; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.ExecComplexBridge	CNNA/PillarA/Foundation/ExecComplexBridge.lean	PillarA/Foundation	proof-bridge	module name carries certificate/proof/bridge/identity role	8	60	CNNA.PillarA.Arithmetic.Schur.CharpolyC; CNNA.PillarA.Arithmetic.Smoke.GeneratedArithmeticSourceExecBoundaryOperatorSM5q; CNNA.PillarA.Arithmetic.Smoke.GeneratedDirichletExecEntrySourceSM3bq; CNNA.PillarA.Arithmetic.Smoke.GeneratedLevelHistoryExecMirrorSourceSM9a; CNNA.PillarA.Arithmetic.Smoke.GeneratedLevelStepExecMirrorSourceSM6b	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.ExecComplexLemmas	CNNA/PillarA/Foundation/ExecComplexLemmas.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.FiniteHilbert	CNNA/PillarA/Foundation/FiniteHilbert.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	8	CNNA.PillarA.Foundation.Interfaces; CNNA.PillarA.Foundation.MatrixAlgebra	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.HermitianStructure	CNNA/PillarA/Foundation/HermitianStructure.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	3	CNNA.PillarA.Foundation.ExecComplex; CNNA.PillarA.Foundation.FiniteHilbert	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.Interfaces	CNNA/PillarA/Foundation/Interfaces.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	8	CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.LevelVariableSubstrate	CNNA/PillarA/Foundation/LevelVariableSubstrate.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	19	CNNA.PillarA.Foundation.Notation; CNNA.PillarA.Foundation.SubstrateAnalysis; CNNA.PillarA.ToC.Concrete; CNNA.PillarA.ToC.GeneratedBranchFamily	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.MatrixAlgebra	CNNA/PillarA/Foundation/MatrixAlgebra.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	24	CNNA.PillarA.Foundation.ExecComplexBridge; CNNA.PillarA.Foundation.Interfaces; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.MatrixNorms	CNNA/PillarA/Foundation/MatrixNorms.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	9	55	CNNA.PillarA.DtN.DtNStabilized; CNNA.PillarA.Finite.DirichletLaplacian; CNNA.PillarA.Foundation.ExecComplexBridge; CNNA.PillarA.Foundation.Interfaces; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.Notation	CNNA/PillarA/Foundation/Notation.lean	PillarA/Foundation	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	4	2	CNNA.PillarA.ToC.Contract	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.RegularizationPolicy	CNNA/PillarA/Foundation/RegularizationPolicy.lean	PillarA/Foundation	legacy-policy	policy/ledger/audit module; governance evidence, not ontic CNNA input	3	9	CNNA.PillarA.DtN.DtNStabilized; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.SubstrateAnalysis	CNNA/PillarA/Foundation/SubstrateAnalysis.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.SubstrateClass	CNNA/PillarA/Foundation/SubstrateClass.lean	PillarA/Foundation	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	26	CNNA.PillarA.Foundation.Interfaces; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Foundation.WeightPolicy	CNNA/PillarA/Foundation/WeightPolicy.lean	PillarA/Foundation	legacy-policy	policy/ledger/audit module; governance evidence, not ontic CNNA input	4	48	CNNA.PillarA.Arithmetic.Smoke.GeneratedDirichletEntry; CNNA.PillarA.Finite.DirichletLaplacian; CNNA.PillarA.Foundation.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Geometry.BuildAll	CNNA/PillarA/Geometry/BuildAll.lean	PillarA/Geometry	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Geometry.Foliation	CNNA/PillarA/Geometry/Foliation.lean	PillarA/Geometry	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	19	CNNA.PillarA.Geometry.SpacetimePaths	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Geometry.LCPMeasure	CNNA/PillarA/Geometry/LCPMeasure.lean	PillarA/Geometry	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Geometry.Notation	CNNA/PillarA/Geometry/Notation.lean	PillarA/Geometry	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Geometry.SpacetimePaths	CNNA/PillarA/Geometry/SpacetimePaths.lean	PillarA/Geometry	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	2	CNNA.PillarA.Geometry.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.BuildAll	CNNA/PillarA/Handoff/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.CayleyDicksonAdapter	CNNA/PillarA/Handoff/CayleyDicksonAdapter.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	29	CNNA.PillarA.Handoff.Outputs.A_to_CayleyDickson; CNNA.PillarA.Handoff.ProofObligationI.Completion; CNNA.PillarA.Handoff.ProofObligationII.Preparation; CNNA.PillarA.Handoff.ProofObligationIII.Preparation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Core.BuildAll	CNNA/PillarA/Handoff/Core/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Core.SectorExport	CNNA/PillarA/Handoff/Core/SectorExport.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	5	13	CNNA.PillarA.Handoff.Core.Step1StrongCore; CNNA.PillarA.Handoff.Outputs.A_to_C; CNNA.PillarA.Handoff.Outputs.A_to_D; CNNA.PillarA.Handoff.Outputs.A_to_E	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Core.Step1MathData	CNNA/PillarA/Handoff/Core/Step1MathData.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	5	CNNA.PillarA.Handoff.Outputs.A_to_B	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Core.Step1StrongCore	CNNA/PillarA/Handoff/Core/Step1StrongCore.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	4	CNNA.PillarA.Handoff.Core.Step1MathData	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Inputs.B_to_A	CNNA/PillarA/Handoff/Inputs/B_to_A.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Inputs.BuildAll	CNNA/PillarA/Handoff/Inputs/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Inputs.C_to_A	CNNA/PillarA/Handoff/Inputs/C_to_A.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Inputs.D_to_A	CNNA/PillarA/Handoff/Inputs/D_to_A.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Inputs.E_to_A	CNNA/PillarA/Handoff/Inputs/E_to_A.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Notation	CNNA/PillarA/Handoff/Notation.lean	PillarA/Handoff	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.A_to_B	CNNA/PillarA/Handoff/Outputs/A_to_B.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	4	CNNA.PillarA.Handoff.Outputs.Closed	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.A_to_C	CNNA/PillarA/Handoff/Outputs/A_to_C.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.A_to_CayleyDickson	CNNA/PillarA/Handoff/Outputs/A_to_CayleyDickson.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.A_to_D	CNNA/PillarA/Handoff/Outputs/A_to_D.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.A_to_E	CNNA/PillarA/Handoff/Outputs/A_to_E.lean	PillarA/Handoff	final-output	architectural sink taxonomy marks module as intentional output	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.BuildAll	CNNA/PillarA/Handoff/Outputs/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.Outputs.Closed	CNNA/PillarA/Handoff/Outputs/Closed.lean	PillarA/Handoff	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	6	18	CNNA.PillarA.Handoff.CayleyDicksonAdapter; CNNA.PillarA.Handoff.Inputs.B_to_A; CNNA.PillarA.Handoff.Inputs.C_to_A; CNNA.PillarA.Handoff.Inputs.D_to_A; CNNA.PillarA.Handoff.Inputs.E_to_A	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationI.BuildAll	CNNA/PillarA/Handoff/ProofObligationI/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationI.Completion	CNNA/PillarA/Handoff/ProofObligationI/Completion.lean	PillarA/Handoff	proof-bridge	module name carries certificate/proof/bridge/identity role	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationII.BuildAll	CNNA/PillarA/Handoff/ProofObligationII/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationII.Preparation	CNNA/PillarA/Handoff/ProofObligationII/Preparation.lean	PillarA/Handoff	proof-bridge	module name carries certificate/proof/bridge/identity role	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationIII.BuildAll	CNNA/PillarA/Handoff/ProofObligationIII/BuildAll.lean	PillarA/Handoff	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Handoff.ProofObligationIII.Preparation	CNNA/PillarA/Handoff/ProofObligationIII/Preparation.lean	PillarA/Handoff	proof-bridge	module name carries certificate/proof/bridge/identity role	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.BuildAll	CNNA/PillarA/Network/BuildAll.lean	PillarA/Network	public-wrapper	build/umbrella module wrapper; wrapper is not semantic final proof evidence	1	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.InfiniteCarrier	CNNA/PillarA/Network/InfiniteCarrier.lean	PillarA/Network	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	4	11	CNNA.PillarA.Handoff.Core.SectorExport; CNNA.PillarA.Network.Notation; CNNA.PillarA.Structural.CayleyDickson.Source	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.Notation	CNNA/PillarA/Network/Notation.lean	PillarA/Network	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.RegionNet	CNNA/PillarA/Network/RegionNet.lean	PillarA/Network	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	21	CNNA.PillarA.Network.InfiniteCarrier; CNNA.PillarA.Network.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.RelativeEntropyFlow	CNNA/PillarA/Network/RelativeEntropyFlow.lean	PillarA/Network	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	1	CNNA.PillarA.Network.Notation	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.SectorChannels	CNNA/PillarA/Network/SectorChannels.lean	PillarA/Network	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	3	7	CNNA.PillarA.Network.Notation; CNNA.PillarA.Network.SectorSysEnv	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Network.SectorSysEnv	CNNA/PillarA/Network/SectorSysEnv.lean	PillarA/Network	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	18	CNNA.PillarA.Network.RelativeEntropyFlow	not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Notation	CNNA/PillarA/Notation.lean	PillarA	legacy-policy	notation/control module; public syntax surface, not a mathematical generator	2	0		not public-final unless an object proof dossier and public API contract later permit it
CNNA.PillarA.Sectors.BranchPatch	CNNA/PillarA/Sectors/BranchPatch.lean	PillarA/Sectors	core-computational	Pillar-A internal module without policy/wrapper/phase/dead markers	2	4	CNNA.PillarA.Sectors.ComplementSectorFamily	not public-final unless an object proof dossier and public API contract later permit it
