node_number	id	documentation_tier	anchor_number	layer	role	path	symbol	declaration_kind	start_line	end_line	source_sha256	resolution
019	P003	D2	10	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	carrier_mem_implies_born	THEOREM	253	261	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	11	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	born_implies_carrier_mem	THEOREM	262	272	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	12	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	boundary_node_born	THEOREM	300	306	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	13	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	interior_node_born	THEOREM	307	313	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	14	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	boundary_interior_disjoint	THEOREM	314	327	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	15	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	carrier_covered	THEOREM	328	349	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	16	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	child_not_in_boundary	THEOREM	364	369	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
019	P003	D2	17	lean_core	SUPPORTING_EVIDENCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S04_M001_CanonicalBirthLocalMeasurementCutCnSnplus1.lean	child_not_in_interior	THEOREM	370	378	f8c7821fe45245ba62934d55daa5ab57323895df9ac11a55f14db3e491b5f3e4	RESOLVED
020	M002	D2	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	_zero_matrix	FUNCTION	37	38	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	_identity_matrix	FUNCTION	41	45	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	3	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	validate_birth_cut_block_dimensions	FUNCTION	48	60	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	4	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	birth_cut_interior_is_admissible	FUNCTION	63	77	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	5	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	DomainContrastWitness	CLASS	81	94	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	6	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s05_m002__birth_cut_interior_domain_theorem.py	domain_contrast_witness	FUNCTION	97	131	bf0b213349892ba660a958398cf6d808dca41f1f05bf0c7ac7a832c31bec041d	RESOLVED
020	M002	D2	7	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s05_m002__birth_cut_interior_domain_theorem.py	_state	FUNCTION	22	33	5c58c474588d868b35de0066273e40d0edf26c7aa3fdfdb5f5a0ecfddbaedc26	RESOLVED
020	M002	D2	8	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s05_m002__birth_cut_interior_domain_theorem.py	_zero	FUNCTION	36	37	5c58c474588d868b35de0066273e40d0edf26c7aa3fdfdb5f5a0ecfddbaedc26	RESOLVED
020	M002	D2	9	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s05_m002__birth_cut_interior_domain_theorem.py	TestBirthCutInteriorDomainTheorem	CLASS	40	91	5c58c474588d868b35de0066273e40d0edf26c7aa3fdfdb5f5a0ecfddbaedc26	RESOLVED
020	M002	D2	10	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	root_is_birthLocalPort	THEOREM	36	46	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	11	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	canonicalBoundary_nonempty	THEOREM	47	54	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	12	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	BirthCutBlocks	ABBREV	55	60	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	13	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	mkBirthCutBlocks	DEF	61	74	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	14	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	InExactDomain	DEF	75	80	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	15	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	inExactDomain_iff_c006_admissible	THEOREM	81	86	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	16	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	exactDomain_response_exists	THEOREM	87	95	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	17	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	exactDomain_response_unique	THEOREM	96	106	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	18	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	admissible_of_interiorSize_eq_zero	THEOREM	107	117	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
020	M002	D2	19	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S05_M002_BirthCutInteriorDomainTheorem.lean	zeroInterior_inExactDomain	THEOREM	118	128	171d52d05001dcffc60fd1a325e1b5ce4c0025bbce75a57cc172e10efdbae669	RESOLVED
021	C007	D1	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	_zero_matrix	FUNCTION	52	53	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	_freeze_block	FUNCTION	56	66	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	3	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	StateDirectedSchurRealization	CLASS	70	96	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	4	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	InterBirthDirectedResponse	CLASS	100	122	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	5	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	state_directed_schur_realization	FUNCTION	125	166	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	6	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s06_c007__inter_birth_directed_response_rn_snplus1.py	inter_birth_directed_response	FUNCTION	169	190	9975a54c59b3385a416b6bb2f3df08135dd1f8caa0433ba809c65b1ba8462e0c	RESOLVED
021	C007	D1	7	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s06_c007__inter_birth_directed_response_rn_snplus1.py	_bootstrap_state	FUNCTION	31	37	ddf93cee71f4da4c82ea4b17776e55ba63fb83b35c3ce9c8b3be68c5434f5426	RESOLVED
021	C007	D1	8	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s06_c007__inter_birth_directed_response_rn_snplus1.py	_state	FUNCTION	40	55	ddf93cee71f4da4c82ea4b17776e55ba63fb83b35c3ce9c8b3be68c5434f5426	RESOLVED
021	C007	D1	9	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s06_c007__inter_birth_directed_response_rn_snplus1.py	TestInterBirthDirectedResponse	CLASS	58	134	ddf93cee71f4da4c82ea4b17776e55ba63fb83b35c3ce9c8b3be68c5434f5426	RESOLVED
021	C007	D1	10	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	outgoingSum	DEF	40	52	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	11	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	orderedPairSum	DEF	53	65	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	12	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	directedMatrixEntry	DEF	66	74	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	13	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	directedMatrixEntry_self	THEOREM	75	82	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	14	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	directedMatrixEntry_of_ne	THEOREM	83	93	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	15	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	boundaryAddress	DEF	94	98	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	16	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	interiorAddress	DEF	99	103	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	17	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	rawKBB	DEF	104	110	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	18	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	rawKBI	DEF	111	117	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	19	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	rawKIB	DEF	118	124	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	20	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	rawKII	DEF	125	132	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	21	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	RealizesStateDirectedBlocks	DEF	133	142	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	22	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	StateDirectedBlockRealization	STRUCTURE	143	148	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	23	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	IsInterBirthDirectedResponse	DEF	149	155	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	24	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	InResponseDomain	DEF	156	162	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	25	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	inResponseDomain_iff_m002	THEOREM	163	170	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	26	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	response_exists	THEOREM	171	182	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	27	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	response_unique	THEOREM	183	196	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	28	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	response_of_sameValue	THEOREM	197	208	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	29	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	unborn_child_not_in_boundary	THEOREM	209	213	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
021	C007	D1	30	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S06_C007_InterBirthDirectedResponseRnSnplus1.lean	unborn_child_not_in_interior	THEOREM	214	220	18ef5818a50460d6866847274cd196f581f7b7d15c8da940287e43b95a49eaaf	RESOLVED
022	O001	D2	1	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	IndependentDirectedBiasPresence	CLASS	99	117	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	2	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	CandidateGrowthLawInputs	CLASS	157	164	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	3	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	AdmittedGrowthLawInputs	CLASS	168	174	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	4	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	ResponseIndependentBiasError	CLASS	177	178	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	5	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	LegacyBiasFinding	CLASS	182	186	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	6	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	LegacyBiasAudit	CLASS	190	207	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	7	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	admit_growth_law_inputs	FUNCTION	210	229	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	8	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	_function_symbol_references	FUNCTION	232	241	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	9	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	_target_names	FUNCTION	244	249	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	10	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	_contains_numeric_one	FUNCTION	252	258	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	11	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	_contains_addition	FUNCTION	261	262	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	12	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	_synthetic_findings	FUNCTION	265	300	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	13	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	audit_legacy_response_independent_bias	FUNCTION	303	348	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	14	python	SOURCE	derivation/code/python/src/cnna/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/s07_o001__ist_response_independent_directed_bias_obstruction.py	audit_legacy_response_independent_bias_file	FUNCTION	351	353	f7b9e6366d2f3b2bb9190d24625ca3afd7647e6f83b4f999905597486527e04b	RESOLVED
022	O001	D2	15	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s07_o001__ist_response_independent_directed_bias_obstruction.py	_presence_only	FUNCTION	18	20	838e65efd3035c9a02cb326a7e6734403873f3b5caf874b833a6cf7a9dba7d20	RESOLVED
022	O001	D2	16	python_test	TEST	derivation/code/python/tests/derivation/s01_primitive_response_coupled_finite_provenance/s03_recurrent_pre_birth_measurement_and_steering/test_s07_o001__ist_response_independent_directed_bias_obstruction.py	TestIstResponseIndependentDirectedBiasObstruction	CLASS	23	129	838e65efd3035c9a02cb326a7e6734403873f3b5caf874b833a6cf7a9dba7d20	RESOLVED
022	O001	D2	17	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S07_O001_IstResponseIndependentDirectedBiasObstruction.lean	IndependentDirectedBiasPresence	STRUCTURE	30	40	94a45ef69de61a5339b6f288295122ff6e36a386b67ef225a64b5dc6ea2d66a8	RESOLVED
022	O001	D2	18	lean_core	SOURCE	derivation/code/lean/core/src/CNNA/Derivation/S01_PrimitiveResponseCoupledFiniteProvenance/S03_RecurrentPreBirthMeasurementAndSteering/S07_O001_IstResponseIndependentDirectedBiasObstruction.lean	noIndependentDirectedBias	DEF	41	51	94a45ef69de61a5339b6f288295122ff6e36a386b67ef225a64b5dc6ea2d66a8	RESOLVED
