node_number	canonical_node_label	semantic_id	current_section_path	documentation_tier	stable_node_directory_name	registry_record	main_artifact	supplement_artifact	python_source_files	python_test_files	lean_core_files	lean_proof_files	code_anchor_count	lookup_key
078	078 · P021	P021	4.3.3.1	D2	078_P021__nested_refinement_map_well_definedness_and_compatibility	derivation/registry/nodes/P021.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement/078_P021__nested_refinement_map_well_definedness_and_compatibility/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/077_C047__nested_channel_refinement/078_P021__nested_refinement_map_well_definedness_and_compatibility/DOCUMENTATION.md					0	P021
079	079 · C046	C046	4.3.4	D2	079_C046__forward_channel_structure	derivation/registry/nodes/C046.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/DOCUMENTATION.md					0	C046
080	080 · P022	P022	4.3.4.1	D2	080_P022__forward_channel_well_definedness_and_structural_identities	derivation/registry/nodes/P022.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/080_P022__forward_channel_well_definedness_and_structural_identities/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/03_projective_carriers_and_nested_open_channels/079_C046__forward_channel_structure/080_P022__forward_channel_well_definedness_and_structural_identities/DOCUMENTATION.md					0	P022
081	081 · C043	C043	4.4.1	D2	081_C043__refinement_cocycle_live_reconstruction	derivation/registry/nodes/C043.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/DOCUMENTATION.md					0	C043
082	082 · P023	P023	4.4.1.1	D2	082_P023__refinement_cocycle_law	derivation/registry/nodes/P023.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/082_P023__refinement_cocycle_law/DOCUMENTATION.md					0	P023
083	083 · P024	P024	4.4.1.2	D2	083_P024__future_invariance_of_retained_finite_blocks	derivation/registry/nodes/P024.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/083_P024__future_invariance_of_retained_finite_blocks/DOCUMENTATION.md					0	P024
084	084 · P025	P025	4.4.1.3	D2	084_P025__live_directed_reconstruction_from_record_and_cocycle_data	derivation/registry/nodes/P025.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/04_refinement_cocycle_and_live_reconstruction/081_C043__refinement_cocycle_live_reconstruction/084_P025__live_directed_reconstruction_from_record_and_cocycle_data/DOCUMENTATION.md					0	P025
085	085 · O049	O049	4.5.1	D2	085_O049__projection_completion_naturality_obstruction	derivation/registry/nodes/O049.json	derivation/paper/main/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction/SECTION.tex	derivation/supplement/sections/04_projective_refinement_and_nested_open_channels/05_projection_completion_obstruction_boundary/085_O049__projection_completion_naturality_obstruction/DOCUMENTATION.md					0	O049
086	086 · C050	C050	5.1.1	D2	086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw	derivation/registry/nodes/C050.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/DOCUMENTATION.md					0	C050
087	087 · P026	P026	5.1.1.1	D2	087_P026__raw_presymplectic_well_definedness_and_future_invariance	derivation/registry/nodes/P026.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/086_C050__finite_support_raw_presymplectic_carrier_v_fin_raw/087_P026__raw_presymplectic_well_definedness_and_future_invariance/DOCUMENTATION.md					0	P026
088	088 · C051	C051	5.1.2	D2	088_C051__algebraic_weyl_direct_system	derivation/registry/nodes/C051.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/DOCUMENTATION.md					0	C051
089	089 · P027	P027	5.1.2.1	D2	089_P027__algebraic_weyl_direct_system_coherence	derivation/registry/nodes/P027.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/01_raw_presymplectic_carrier_and_weyl_system/088_C051__algebraic_weyl_direct_system/089_P027__algebraic_weyl_direct_system_coherence/DOCUMENTATION.md					0	P027
090	090 · M050	M050	5.2.1	D2	090_M050__derived_provenance_hilbert_metric_g	derivation/registry/nodes/M050.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/DOCUMENTATION.md					0	M050
091	091 · P028	P028	5.2.1.1	D2	091_P028__provenance_metric_existence_and_cylinder_consistency	derivation/registry/nodes/P028.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/091_P028__provenance_metric_existence_and_cylinder_consistency/DOCUMENTATION.md					0	P028
092	092 · P029	P029	5.2.1.2	D2	092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization	derivation/registry/nodes/P029.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/090_M050__derived_provenance_hilbert_metric_g/092_P029__provenance_metric_positivity_and_uniqueness_up_to_normalization/DOCUMENTATION.md					0	P029
093	093 · C052	C052	5.2.2	D2	093_C052__hilbert_schmidt_normalized_skew_operator_k	derivation/registry/nodes/C052.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/DOCUMENTATION.md					0	C052
094	094 · P030	P030	5.2.2.1	D2	094_P030__normalized_skew_operator_boundedness_and_skew_adjointness	derivation/registry/nodes/P030.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/094_P030__normalized_skew_operator_boundedness_and_skew_adjointness/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/094_P030__normalized_skew_operator_boundedness_and_skew_adjointness/DOCUMENTATION.md					0	P030
095	095 · P031	P031	5.2.2.2	D2	095_P031__hilbert_schmidt_edge_majorant_and_tail	derivation/registry/nodes/P031.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/095_P031__hilbert_schmidt_edge_majorant_and_tail/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/093_C052__hilbert_schmidt_normalized_skew_operator_k/095_P031__hilbert_schmidt_edge_majorant_and_tail/DOCUMENTATION.md					0	P031
096	096 · C054	C054	5.2.3	D2	096_C054__algebraic_radical_triviality_and_infinite_rank	derivation/registry/nodes/C054.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/DOCUMENTATION.md					0	C054
097	097 · P032	P032	5.2.3.1	D2	097_P032__algebraic_radical_triviality	derivation/registry/nodes/P032.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/097_P032__algebraic_radical_triviality/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/097_P032__algebraic_radical_triviality/DOCUMENTATION.md					0	P032
098	098 · P033	P033	5.2.3.2	D2	098_P033__infinite_rank_of_the_raw_skew_operator	derivation/registry/nodes/P033.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/098_P033__infinite_rank_of_the_raw_skew_operator/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/02_provenance_hilbert_metric_and_normalized_skew/096_C054__algebraic_radical_triviality_and_infinite_rank/098_P033__infinite_rank_of_the_raw_skew_operator/DOCUMENTATION.md					0	P033
099	099 · C053	C053	5.3.1	D2	099_C053__regular_quasifree_provenance_state_prov	derivation/registry/nodes/C053.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/DOCUMENTATION.md					0	C053
100	100 · P034	P034	5.3.1.1	D2	100_P034__quasifree_positivity_regularity_and_cylinder_consistency	derivation/registry/nodes/P034.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/100_P034__quasifree_positivity_regularity_and_cylinder_consistency/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/03_quasifree_state_specialization/099_C053__regular_quasifree_provenance_state_prov/100_P034__quasifree_positivity_regularity_and_cylinder_consistency/DOCUMENTATION.md					0	P034
101	101 · C055	C055	5.4.1	D2	101_C055__local_descendant_cone_hilbert_completion	derivation/registry/nodes/C055.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/DOCUMENTATION.md					0	C055
102	102 · P035	P035	5.4.1.1	D2	102_P035__local_cone_restriction_and_hilbert_completion_canonicity	derivation/registry/nodes/P035.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/102_P035__local_cone_restriction_and_hilbert_completion_canonicity/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/101_C055__local_descendant_cone_hilbert_completion/102_P035__local_cone_restriction_and_hilbert_completion_canonicity/DOCUMENTATION.md					0	P035
103	103 · C056	C056	5.4.2	D2	103_C056__completed_local_injectivity_ker_k_p_0	derivation/registry/nodes/C056.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/DOCUMENTATION.md					0	C056
104	104 · P036	P036	5.4.2.1	D2	104_P036__ray_generating_function_injectivity_argument	derivation/registry/nodes/P036.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/104_P036__ray_generating_function_injectivity_argument/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/104_P036__ray_generating_function_injectivity_argument/DOCUMENTATION.md					0	P036
105	105 · P037	P037	5.4.2.2	D2	105_P037__complete_remainder_estimate_and_completion_transfer	derivation/registry/nodes/P037.json	derivation/paper/main/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/105_P037__complete_remainder_estimate_and_completion_transfer/SECTION.tex	derivation/supplement/sections/05_presymplectic_completion_weyl_system_and_quasifree_state/04_local_cone_completion_and_injectivity/103_C056__completed_local_injectivity_ker_k_p_0/105_P037__complete_remainder_estimate_and_completion_transfer/DOCUMENTATION.md					0	P037
106	106 · C057	C057	6.1.1	D2	106_C057__gns_araki_woods_spectral_handoff	derivation/registry/nodes/C057.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/DOCUMENTATION.md					0	C057
107	107 · P038	P038	6.1.1.1	D2	107_P038__gns_existence_and_representation_handoff	derivation/registry/nodes/P038.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/107_P038__gns_existence_and_representation_handoff/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/107_P038__gns_existence_and_representation_handoff/DOCUMENTATION.md					0	P038
108	108 · P039	P039	6.1.1.2	D2	108_P039__araki_woods_realization_and_spectral_identification	derivation/registry/nodes/P039.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/108_P039__araki_woods_realization_and_spectral_identification/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/106_C057__gns_araki_woods_spectral_handoff/108_P039__araki_woods_realization_and_spectral_identification/DOCUMENTATION.md					0	P039
109	109 · C058	C058	6.1.2	D2	109_C058__local_hyperfinite_type_iii_factor	derivation/registry/nodes/C058.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/DOCUMENTATION.md					0	C058
110	110 · P040	P040	6.1.2.1	D2	110_P040__local_factoriality_and_center_triviality	derivation/registry/nodes/P040.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/110_P040__local_factoriality_and_center_triviality/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/110_P040__local_factoriality_and_center_triviality/DOCUMENTATION.md					0	P040
111	111 · P041	P041	6.1.2.2	D2	111_P041__local_hyperfiniteness	derivation/registry/nodes/P041.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/111_P041__local_hyperfiniteness/DOCUMENTATION.md					0	P041
112	112 · P042	P042	6.1.2.3	D2	112_P042__type_iii1_ratio_set_classification	derivation/registry/nodes/P042.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/01_gns_araki_woods_representation_and_type_classification/109_C058__local_hyperfinite_type_iii_factor/112_P042__type_iii1_ratio_set_classification/DOCUMENTATION.md					0	P042
113	113 · C059	C059	6.2.1	D2	113_C059__finite_active_interface_taxonomy_for_descendant_cones	derivation/registry/nodes/C059.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/DOCUMENTATION.md					0	C059
114	114 · P043	P043	6.2.1.1	D2	114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness	derivation/registry/nodes/P043.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/113_C059__finite_active_interface_taxonomy_for_descendant_cones/114_P043__finite_interface_taxonomy_exhaustivity_and_disjointness/DOCUMENTATION.md					0	P043
115	115 · C060	C060	6.2.2	D2	115_C060__exact_complement_split_chain	derivation/registry/nodes/C060.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/DOCUMENTATION.md					0	C060
116	116 · P044	P044	6.2.2.1	D2	116_P044__one_particle_complement_tensor_factorization	derivation/registry/nodes/P044.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/116_P044__one_particle_complement_tensor_factorization/DOCUMENTATION.md					0	P044
117	117 · P045	P045	6.2.2.2	D2	117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion	derivation/registry/nodes/P045.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/115_C060__exact_complement_split_chain/117_P045__type_i_interpolant_and_exact_iii1_i_iii1_inclusion/DOCUMENTATION.md					0	P045
118	118 · C061	C061	6.2.3	D2	118_C061__dual_complement_envelope_isotony	derivation/registry/nodes/C061.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/DOCUMENTATION.md					0	C061
119	119 · P046	P046	6.2.3.1	D2	119_P046__exterior_antitony_and_commutant_reversal_isotony	derivation/registry/nodes/P046.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/02_complement_factorization_finite_interface_and_split_structure/118_C061__dual_complement_envelope_isotony/119_P046__exterior_antitony_and_commutant_reversal_isotony/DOCUMENTATION.md					0	P046
120	120 · O090	O090	6.3.1	D2	120_O090__counting_terminal_fock_identification_obstruction	derivation/registry/nodes/O090.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/120_O090__counting_terminal_fock_identification_obstruction/DOCUMENTATION.md					0	O090
121	121 · O091	O091	6.3.2	D2	121_O091__ontic_corner_schur_inductive_limit_obstruction	derivation/registry/nodes/O091.json	derivation/paper/main/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction/SECTION.tex	derivation/supplement/sections/06_local_operator_algebraic_specialization/03_rejected_completion_identifications/121_O091__ontic_corner_schur_inductive_limit_obstruction/DOCUMENTATION.md					0	O091
122	122 · O071	O071	7.1.1	D2	122_O071__geometry_interface_canonicity_obstruction	derivation/registry/nodes/O071.json	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/122_O071__geometry_interface_canonicity_obstruction/DOCUMENTATION.md					0	O071
123	123 · M070	M070	7.1.2	D2	123_M070__canonical_emergent_interface_geometry_selector	derivation/registry/nodes/M070.json	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/DOCUMENTATION.md					0	M070
124	124 · P047	P047	7.1.2.1	D2	124_P047__canonical_geometry_interface_selector_existence	derivation/registry/nodes/P047.json	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/124_P047__canonical_geometry_interface_selector_existence/DOCUMENTATION.md					0	P047
125	125 · P048	P048	7.1.2.2	D2	125_P048__geometry_selector_uniqueness_equivariance_and_naturality	derivation/registry/nodes/P048.json	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/01_geometry_selector_obstruction_and_canonical_selector/123_M070__canonical_emergent_interface_geometry_selector/125_P048__geometry_selector_uniqueness_equivariance_and_naturality/DOCUMENTATION.md					0	P048
126	126 · B071	B071	7.2.1	D2	126_B071__hodge_geometric_locality_hk_geometry_branch	derivation/registry/nodes/B071.json	derivation/paper/main/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch/SECTION.tex	derivation/supplement/sections/07_emergent_geometry_and_hodge_hk_branch/02_hodge_hk_specialization_branch/126_B071__hodge_geometric_locality_hk_geometry_branch/DOCUMENTATION.md					0	B071
127	127 · M080	M080	8.1.1	D2	127_M080__local_standardness_of_m_o	derivation/registry/nodes/M080.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/DOCUMENTATION.md					0	M080
128	128 · P049	P049	8.1.1.1	D2	128_P049__local_cyclicity_of_the_gns_vector	derivation/registry/nodes/P049.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/128_P049__local_cyclicity_of_the_gns_vector/DOCUMENTATION.md					0	P049
129	129 · P050	P050	8.1.1.2	D2	129_P050__local_separatingness_of_the_gns_vector	derivation/registry/nodes/P050.json	derivation/paper/main/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector/SECTION.tex	derivation/supplement/sections/08_modular_aqft_specialization_and_purity_gates/01_standardness_modular_flow_and_native_provenance_action/127_M080__local_standardness_of_m_o/129_P050__local_separatingness_of_the_gns_vector/DOCUMENTATION.md					0	P050
