context_score	matched_terms	Generated export	Object ID	Object	Phase	Object status	Proof documentation status	Proof dossier	Consumption class	Classification evidence	Public promotion gate	Module	Path	Line	Declaration	Basename	Module class	Reference consumer count	Reference consumer sample	Group	Imported-by count	Class	Meaning	Evidence rule	Public/API disposition	Blocked promotion rule
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	36	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian_eval	gaussian_eval	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	41	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein_eval	eisenstein_eval	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	46	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.gaussian_discriminant	gaussian_discriminant	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	51	CNNA.PillarA.Arithmetic.Orders.BinaryQuadraticNormForm.eisenstein_discriminant	eisenstein_discriminant	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	58	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormStatus	QuadraticNormFormStatus	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	62	CNNA.PillarA.Arithmetic.Orders.UnitConventionStatus	UnitConventionStatus	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	66	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate	QuadraticNormFormCertificate	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	87	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.gaussian	gaussian	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	107	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.eisenstein	eisenstein	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	127	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.norm_form_certified	norm_form_certified	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	131	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.unit_claims_restricted	unit_claims_restricted	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	135	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.no_irreducible_prime_shortcut	no_irreducible_prime_shortcut	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	140	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.schur_to_fundamental_bridge	schur_to_fundamental_bridge	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	145	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.gaussian_norm_discriminant	gaussian_norm_discriminant	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	149	CNNA.PillarA.Arithmetic.Orders.QuadraticNormFormCertificate.eisenstein_norm_discriminant	eisenstein_norm_discriminant	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	155	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness	UnitNormWitness	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	166	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness.unit_norm_condition	unit_norm_condition	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	170	CNNA.PillarA.Arithmetic.Orders.UnitNormWitness.convention_restricted	convention_restricted	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	176	CNNA.PillarA.Arithmetic.Orders.AR12ForwardingStatus	AR12ForwardingStatus	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	181	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput	AR12QuadraticOrderOutput	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	208	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromQuadraticHeegner	fromQuadraticHeegner	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	225	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromQuadraticNonHeegner	fromQuadraticNonHeegner	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	242	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.fromIrreducibleOrHigherDegree	fromIrreducibleOrHigherDegree	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	258	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.outcome_eq_certificate	outcome_eq_certificate	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	263	CNNA.PillarA.Arithmetic.Orders.AR12QuadraticOrderOutput.no_irreducible_prime_shortcut	no_irreducible_prime_shortcut	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	275	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderShape	AR12QuadraticOrderShape	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	276	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrder	AR12QuadraticOrder	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	277	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderElement	AR12QuadraticOrderElement	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	278	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12BinaryQuadraticNormForm	AR12BinaryQuadraticNormForm	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	279	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12SchurToFundamentalDiscriminantBridge	AR12SchurToFundamentalDiscriminantBridge	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	281	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12HeegnerDiscriminantBridge	AR12HeegnerDiscriminantBridge	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							proof-bridge	declaration name carries proof/certificate/equality/witness role	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	282	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticNormFormCertificate	AR12QuadraticNormFormCertificate	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	283	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12QuadraticOrderOutput	AR12QuadraticOrderOutput	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	291	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12ForwardingStatus	AR12ForwardingStatus	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; notation; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Arithmetic.Orders.NormForms	CNNA/PillarA/Arithmetic/Orders/NormForms.lean	292	CNNA.PillarA.Arithmetic.StrengtheningAR12.AR12IrreduciblePrimeDisciplineStatus	AR12IrreduciblePrimeDisciplineStatus	core-computational	40	CNNA.PillarA.Arithmetic.Convergence.CDArithmeticCompatibility; CNNA.PillarA.Arithmetic.Notation							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	216	CNNA.PillarA.Structural.CayleyDickson.CanonicalOuterEmbeddingCompatibility	CanonicalOuterEmbeddingCompatibility	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	230	CNNA.PillarA.Structural.CayleyDickson.CanonicalCenterEmbeddingCompatibility	CanonicalCenterEmbeddingCompatibility	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	250	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_left_left	canonicalOuterEmbeddingCompatibility_left_left_left	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	273	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_left_right	canonicalOuterEmbeddingCompatibility_left_left_right	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	296	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_right_left	canonicalOuterEmbeddingCompatibility_left_right_left	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	319	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_left_right_right	canonicalOuterEmbeddingCompatibility_left_right_right	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	342	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_left_left	canonicalOuterEmbeddingCompatibility_right_left_left	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	365	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_left_right	canonicalOuterEmbeddingCompatibility_right_left_right	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	388	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_right_left	canonicalOuterEmbeddingCompatibility_right_right_left	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	411	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_right_right_right	canonicalOuterEmbeddingCompatibility_right_right_right	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	434	CNNA.PillarA.Structural.CayleyDickson.canonicalOuterEmbeddingCompatibility_closed	canonicalOuterEmbeddingCompatibility_closed	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalProductMultiplicationCandidate	CNNA/PillarA/Structural/CayleyDickson/S6CanonicalProductMultiplicationCandidate.lean	448	CNNA.PillarA.Structural.CayleyDickson.canonicalCenterEmbeddingCompatibility_closed	canonicalCenterEmbeddingCompatibility_closed	core-computational	5	CNNA.PillarA.Structural.CayleyDickson.S6CanonicalNormSqCandidate; CNNA.PillarA.Structural.CayleyDickson.S6Slot1AlternativeLaw							
7	compatibility; cayleydickson; consumer	declaration_consumption_records.generated.tsv							core-computational	inherits module classification: Pillar-A internal module without policy/wrapper/phase/dead markers	blocked from public-final unless later linked to a documented object/API contract	CNNA.PillarA.Structural.CayleyDickson.S6HurwitzStopSeed	CNNA/PillarA/Structural/CayleyDickson/S6HurwitzStopSeed.lean	125	CNNA.PillarA.Structural.CayleyDickson.hurwitzStopClosed_implies_functorialApproximantCompatibility	hurwitzStopClosed_implies_functorialApproximantCompatibility	core-computational	32	CNNA.PillarA.Structural.CayleyDickson.S6ProofDutyGroups; CNNA.PillarA.Structural.CayleyDickson.S6ResearchSchema							
